1331,http://dbpedia.org/resource/Arabian_Prince,1331.txt
2126,http://dbpedia.org/resource/Ani_DiFranco,2126.txt
2144,http://dbpedia.org/resource/Aaliyah,2144.txt
2705,http://dbpedia.org/resource/Amy_Grant,2705.txt
2893,http://dbpedia.org/resource/Alex_Lifeson,2893.txt
2911,http://dbpedia.org/resource/Amr_Diab,2911.txt
3382,http://dbpedia.org/resource/Britney_Spears,3382.txt
4366,http://dbpedia.org/resource/Blind_Blake,4366.txt
4527,http://dbpedia.org/resource/Béla_Bartók,4527.txt
5655,http://dbpedia.org/resource/Courtney_Love,5655.txt
5718,http://dbpedia.org/resource/Chuck_D,5718.txt
6260,http://dbpedia.org/resource/Claude_Debussy,6260.txt
7514,http://dbpedia.org/resource/Christine_Lavin,7514.txt
8083,http://dbpedia.org/resource/Dr._Dre,8083.txt
8397,http://dbpedia.org/resource/Danny_Elfman,8397.txt
8774,http://dbpedia.org/resource/Desi_Arnaz,8774.txt
9447,http://dbpedia.org/resource/Egyptian_Lover,9447.txt
9482,http://dbpedia.org/resource/Enya,9482.txt
10085,http://dbpedia.org/resource/Edward_Elgar,10085.txt
10510,http://dbpedia.org/resource/Elvis_Costello,10510.txt
11229,http://dbpedia.org/resource/Frankie_Goes_to_Hollywood,11229.txt
12231,http://dbpedia.org/resource/Garth_Brooks,12231.txt
12964,http://dbpedia.org/resource/Geddy_Lee,12964.txt
13684,http://dbpedia.org/resource/Hildegard_of_Bingen,13684.txt
13743,http://dbpedia.org/resource/Harry_Connick_Jr.,13743.txt
13820,http://dbpedia.org/resource/Henry_Rollins,13820.txt
14709,http://dbpedia.org/resource/Ice-T,14709.txt
15616,http://dbpedia.org/resource/Jello_Biafra,15616.txt
15736,http://dbpedia.org/resource/Johannes_Kepler,15736.txt
15839,http://dbpedia.org/resource/Joey_Ramone,15839.txt
15963,http://dbpedia.org/resource/Johann_Friedrich_Agricola,15963.txt
16053,http://dbpedia.org/resource/Jonathan_Richman,16053.txt
16103,http://dbpedia.org/resource/John_Wayne,16103.txt
16113,http://dbpedia.org/resource/John_Digweed,16113.txt
16175,http://dbpedia.org/resource/Jennifer_Lopez,16175.txt
16211,http://dbpedia.org/resource/John_Martyn,16211.txt
16261,http://dbpedia.org/resource/Juliana_Hatfield,16261.txt
16382,http://dbpedia.org/resource/Julian_Lennon,16382.txt
16603,http://dbpedia.org/resource/Keanu_Reeves,16603.txt
16639,http://dbpedia.org/resource/Frost_(rapper),16639.txt
16641,http://dbpedia.org/resource/Kurtis_Blow,16641.txt
16705,http://dbpedia.org/resource/Kool_Keith,16705.txt
16707,http://dbpedia.org/resource/Kurt_Cobain,16707.txt
16724,http://dbpedia.org/resource/Kirk_Hammett,16724.txt
16894,http://dbpedia.org/resource/Kylie_Minogue,16894.txt
17029,http://dbpedia.org/resource/Kermit_the_Frog,17029.txt
17268,http://dbpedia.org/resource/Karlheinz_Stockhausen,17268.txt
17292,http://dbpedia.org/resource/Krzysztof_Penderecki,17292.txt
17396,http://dbpedia.org/resource/Kid_Rock,17396.txt
17443,http://dbpedia.org/resource/Kate_Bush,17443.txt
18602,http://dbpedia.org/resource/Lester_Bangs,18602.txt
18603,http://dbpedia.org/resource/Lydia_Kavina,18603.txt
18894,http://dbpedia.org/resource/Matt_Groening,18894.txt
19019,http://dbpedia.org/resource/Mr._T,19019.txt
19041,http://dbpedia.org/resource/Marley_Marl,19041.txt
19361,http://dbpedia.org/resource/Moby,19361.txt
19455,http://dbpedia.org/resource/Max_Weber,19455.txt
19499,http://dbpedia.org/resource/Mariah_Carey,19499.txt
